max_viable_cells,final_viable_cells,final_dead_cells,final_glucose,final_lactate,final_product,final_volume,IVCD,feed_rate,product_improvement_percent,feasible
23.015690867191157,23.015690867191157,37.28219925849494,9.29390548839952,13.799377911634698,6.911267367052854,3.460000000000002,856.0172070448034,0.020499999999999997,-1.9193982302139527,True
23.054560258855417,23.054560258855417,37.316087463827635,9.452771671713112,13.789963059391061,6.906552041369786,3.520000000000001,856.7953118218059,0.020999999999999998,-1.9863153318067193,True
23.09184227039984,23.09184227039984,37.34881776462338,9.606604550553737,13.780822113937164,6.901973898903936,3.5800000000000005,857.546859119594,0.0215,-2.051285610655861,True
23.127626994805084,23.127626994805084,37.38043289332566,9.755647209214777,13.771936590147533,6.8975236815825705,3.6399999999999997,858.2727773570127,0.022,-2.114440451831105,True
23.162032597907913,23.162032597907913,37.41100982810483,9.900087925928485,13.76330511948279,6.893200703987717,3.6999999999999984,858.9748162763515,0.0225,-2.175789582377231,True
23.195129587322874,23.195129587322874,37.44060274139777,10.040137524913462,13.75491851638022,6.889000365630841,3.7599999999999985,859.6542887707582,0.022999999999999993,-2.2353982896952305,True
23.22697285065595,23.22697285065595,37.469246003379226,10.176010155187923,13.746761089611255,6.884914807731894,3.8199999999999976,860.3119865302006,0.023499999999999993,-2.293378100924113,True
23.25767687969443,23.25767687969443,37.49701000866105,10.307846167350748,13.738834614710683,6.880944919548029,3.879999999999998,860.9494743731323,0.023999999999999994,-2.3497163962544905,True
23.28728996838975,23.28728996838975,37.523918781659795,10.435837189272197,13.731122448704669,6.877082365627991,3.9399999999999986,861.5672914579469,0.024499999999999994,-2.404531467460045,True
23.31586920086059,23.31586920086059,37.550032194217636,10.560138235869264,13.72362499011265,6.8733273455658805,3.999999999999999,862.1668805807133,0.024999999999999994,-2.4578204820198204,True
23.34345608356831,23.34345608356831,37.57536503899699,10.680923558739474,13.716324580565265,6.869671015360704,4.060000000000002,862.7485841376389,0.025499999999999995,-2.5097089487433513,True
23.370151306891163,23.370151306891163,37.59998312071212,10.798289793118979,13.709227215562198,6.866116377792847,4.119999999999999,863.313800120144,0.025999999999999995,-2.560154253954806,True
23.395943955649702,23.395943955649702,37.62388894713737,10.91242999781497,13.702312407390668,6.862653171815639,4.179999999999999,863.8627318005726,0.026499999999999996,-2.6093020163343272,True
23.420931346339618,23.420931346339618,37.64714314295941,11.023423899479706,13.69558630640472,6.859284477766575,4.24,864.3966521958823,0.026999999999999996,-2.6571085215616526,True
23.4451052510433,23.4451052510433,37.66974874570079,11.131441652221735,13.689031032072704,6.856001340377118,4.3,864.9157307198857,0.027499999999999997,-2.703700857489211,True
23.468549753620128,23.468549753620128,37.69174916402868,11.236562526652028,13.68264732315984,6.852804129649739,4.360000000000001,865.4208647096654,0.027999999999999997,-2.7490737732616544,True
23.491283322543,23.491283322543,37.713166951448926,11.338911412987143,13.676427780673817,6.849689139880132,4.419999999999999,865.9126157889227,0.028499999999999998,-2.793279858033635,True
23.513339601091186,23.513339601091186,37.73402679563016,11.438594150758686,13.670366844484475,6.84665358633798,4.480000000000002,866.3915512564906,0.028999999999999998,-2.8363586310439253,True
23.53474803109063,23.53474803109063,37.75435142970219,11.53571302633164,13.664458932024537,6.8436946730555634,4.539999999999998,866.8582001427683,0.02949999999999999,-2.878349771005823,True
23.555535197351343,23.555535197351343,37.77415972233907,11.630366714062202,13.658697556576321,6.840809151231356,4.6,867.3129796220331,0.03,-2.9192993829810927,True
