product_integrated_signal,impurity_integrated_signal,apparent_product_purity,product_peak_time_s,impurity_peak_time_s,peak_separation_s
576.5245019019447,248.1561991884611,0.6990881454357486,2250.9018036072143,1349.0981963927857,901.8036072144287
