time_s,Product,Impurity
513.0,2.931765515490339e-29,2.834575583577567e-06
514.0,3.343209792665334e-29,3.0674638815406667e-06
515.0,3.8114241749686735e-29,3.318256187035254e-06
516.0,4.343801767781389e-29,3.5882240915929722e-06
517.0,4.948520730498261e-29,3.878717691061594e-06
518.0,5.634591347714653e-29,4.191168771763635e-06
519.0,6.417769006161727e-29,4.527230843046417e-06
520.0,7.307961421402255e-29,4.888487447051402e-06
521.0,8.318866078055378e-29,5.27667907969765e-06
522.0,9.465617902952368e-29,5.693650401007199e-06
523.0,1.0764843385497082e-28,6.141353585714659e-06
524.0,1.224645950576448e-28,6.621991866522517e-06
525.0,1.3928799032126128e-28,7.137726248866344e-06
526.0,1.5837078358452904e-28,7.690898489160718e-06
527.0,1.799932368940144e-28,8.283985573972657e-06
528.0,2.0446283646218764e-28,8.919601682414748e-06
529.0,2.3232845679148157e-28,9.600586075147947e-06
530.0,2.6393709722193934e-28,1.0329833928886592e-05
531.0,2.9975169151499727e-28,1.111042475082555e-05
532.0,3.4029026666991445e-28,1.194560274043587e-05
533.0,3.8612102893138442e-28,1.2838779018818908e-05
534.0,4.382344608977088e-28,1.3793676463322813e-05
535.0,4.972874521502517e-28,1.4814048180765066e-05
536.0,5.641251458200823e-28,1.5903878946025124e-05
537.0,6.396987812133452e-28,1.7067358332467564e-05
538.0,7.250512551397811e-28,1.8308879439438368e-05
539.0,8.21966034486737e-28,1.9633486314186248e-05
540.0,9.31674762347088e-28,2.1045990936676224e-05
541.0,1.0557120529099023e-27,2.25515617390044e-05
542.0,1.1958150466748026e-27,2.4155657469637545e-05
543.0,1.3538873922917246e-27,2.5864005211203503e-05
544.0,1.5331235474682706e-27,2.76832422483071e-05
545.0,1.7358164141475768e-27,2.961967544570939e-05
546.0,1.964738093230337e-27,3.168006867547534e-05
547.0,2.2230435334160385e-27,3.3871591861017026e-05
548.0,2.5141884886620873e-27,3.6201778142492886e-05
549.0,2.8438658633807433e-27,3.867895241508982e-05
550.0,3.2163144501737903e-27,4.1311441318069516e-05
551.0,3.636515979279238e-27,4.4108058223498375e-05
552.0,4.1101693606613524e-27,4.707810691916148e-05
553.0,4.6435139617475656e-27,5.023135260307374e-05
554.0,5.24664472069823e-27,5.3578197169498564e-05
555.0,5.9273445651852875e-27,5.71293931372663e-05
556.0,6.694520715405386e-27,6.089622483198769e-05
557.0,7.558412380779448e-27,6.489053248819134e-05
558.0,8.530224610223168e-27,6.912470843234204e-05
559.0,9.627770070524826e-27,7.361197471608833e-05
560.0,1.0865244865118353e-26,7.836591961946426e-05
561.0,1.225849513241209e-26,8.34007577587412e-05
562.0,1.3825820662689624e-26,8.873138171967808e-05
563.0,1.558723814824156e-26,9.437334173722211e-05
564.0,1.7574025453271829e-26,0.00010034339303471579
565.0,1.9811909725098717e-26,0.00010665856835228214
566.0,2.2328942071390576e-26,0.00011333663186068091
567.0,2.5157658103047642e-26,0.00012039621332951356
568.0,2.83336294880705e-26,0.0001278567403473316
569.0,3.1911514563020966e-26,0.00013573906857599683
570.0,3.5937644742427997e-26,0.00014406444877444407
571.0,4.0461433651474337e-26,0.0001528549794390685
572.0,4.5540429572876864e-26,0.00016213381619487152
573.0,5.123752182053502e-26,0.00017192508094345142
574.0,5.764777395400326e-26,0.00018225439518045682
575.0,6.485411028346148e-26,0.0001931480558338455
576.0,7.294315471027104e-26,0.00020463335880868463
577.0,8.201618010268974e-26,0.00021673882924096738
578.0,9.218380730697655e-26,0.00022949414169447558
579.0,1.0361060081161286e-25,0.00024293059674055417
580.0,1.1644408630284504e-25,0.000257080428878607
581.0,1.3083539237847889e-25,0.0002719770409073152
582.0,1.469618429507645e-25,0.0002876552580201059
583.0,1.650170404021094e-25,0.000304151253185831
584.0,1.8528454657406412e-25,0.000321503065554059
585.0,2.0802526888992353e-25,0.00033974988030260563
586.0,2.3350162699400897e-25,0.00035893221785295503
587.0,2.6202256532245846e-25,0.000379092261677217
588.0,2.939252340869537e-25,0.0004002737650530656
589.0,3.2969601085773883e-25,0.0004225225962804645
590.0,3.6979365888172298e-25,0.00044588602080012605
591.0,4.146717112913321e-25,0.00047041282813543416
592.0,4.648657884786674e-25,0.0004961537341854479
593.0,5.209601421052565e-25,0.0005231612713747601
594.0,5.837852673343822e-25,0.0005514902816698031
595.0,6.541432516064284e-25,0.0005811973193384877
596.0,7.328142954788253e-25,0.0006123407028172612
597.0,8.207225045951319e-25,0.0006449809342678851
598.0,9.188754238116062e-25,0.0006791805968004957
599.0,1.0284807485078275e-24,0.0007150045665180383
600.0,1.1507993179994975e-24,0.0007525198366436064
