product_integrated_signal,impurity_integrated_signal,apparent_product_purity,product_peak_time_s,impurity_peak_time_s,peak_separation_s
1.0083749108965085e-23,0.013515586864184012,7.460829640839928e-22,600.0,600.0,0.0
